17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,21,21,17,18,18,17,18,17,17,18,21,18,17,21,18,17,18,18,21,22,21,28,21,28,31,17,18,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,21,25,21,21,31,21,17,18,21,18,17,18,17,17,18,17,17,18,21,21,21,45,39,54,21,17,18,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,21,21,22,39,21,21,22,19,21,21,21,21,21,17,18,17,18,17,17,18,17,18,18,32,21,45,47,21,25,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,21,21,29,38,46,29,40,21,38,40,21,31,21,31,18,17,21,17,17,17,18,18,18,18,21,21,45,47,21,21,17,18,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,19,3,4,21,52,54,21,52,29,46,46,40,21,22,21,17,18,17,17,18,18,17,18,18,18,25,21,52,46,40,31,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,33,21,21,10,11,21,18,18,21,21,22,45,46,54,21,21,17,21,21,17,18,21,17,18,17,17,18,21,22,21,45,54,21,17,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,21,21,21,18,21,17,18,21,22,21,38,53,47,21,38,39,29,40,21,17,17,18,17,18,17,18,18,24,21,38,47,21,31,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,20,3,4,20,18,17,18,18,21,21,21,28,21,52,29,53,54,21,28,5,21,17,18,18,17,17,17,18,21,21,45,54,21,21,17,18,18,17,18,17,18
17,18,17,18,17,18,17,18,21,27,0,11,27,18,21,17,18,18,21,26,21,17,21,19,21,17,21,45,39,40,6,18,17,18,17,18,21,32,22,47,21,22,26,17,18,18,17,18,17,18
17,18,17,18,17,18,17,18,17,21,28,19,21,17,18,21,17,18,18,17,17,18,17,18,18,17,21,52,46,47,13,17,18,17,18,18,21,21,29,54,21,17,18,21,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,22,52,40,25,21,19,17,18,21,17,18,17,18,18,18,18,18,21,26,52,54,21,17,17,17,17,18,21,22,21,21,17,18,21,18,17,18,17,18,17,18
17,18,17,18,17,18,21,18,17,22,21,52,29,38,40,22,21,17,17,18,18,18,17,18,18,17,17,21,21,21,22,21,21,18,18,18,21,21,19,17,18,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,31,21,45,46,53,39,40,21,17,21,17,18,18,17,18,18,17,17,18,21,52,39,29,21,18,20,21,21,20,21,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,21,17,21,52,54,32,45,47,31,21,17,18,18,18,17,18,18,18,21,18,21,21,28,21,31,18,27,21,22,27,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,5,21,45,47,21,17,18,18,21,21,21,17,18,18,17,17,18,21,45,40,21,21,21,28,21,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,31,45,54,24,17,18,21,31,21,17,21,17,17,17,21,18,21,52,54,21,38,39,54,21,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,21,18,21,28,21,22,21,17,18,21,19,21,21,21,21,18,17,17,18,21,21,21,52,54,21,21,17,21,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,12,21,21,25,21,21,21,32,21,31,21,22,21,21,18,17,21,18,33,21,21,21,21,5,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,21,22,21,22,22,21,21,29,39,40,21,21,38,40,21,18,17,17,17,18,21,21,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,21,38,29,46,39,40,21,45,46,39,1,45,46,40,21,17,17,17,17,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,21,17,21,28,21,52,46,46,39,53,46,46,53,46,46,54,21,17,18,21,17,17,18,17,21,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,21,21,21,22,21,52,53,54,26,52,54,21,45,54,22,17,17,17,18,17,17,18,21,17,18,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,21,21,21,21,21,21,17,18,21,21,38,47,11,18,17,18,17,17,18,17,17,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,21,17,18,21,45,47,21,17,17,18,17,17,18,17,17,18,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,18,18,17,18,17,18,21,52,47,21,21,5,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,21,18,17,18,21,18,21,22,28,21,19,21,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,33,21,21,28,21,17,18,21,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,21,17,21,20,21,28,21,20,17,18,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,21,27,21,28,21,27,18,21,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,21,21,21,28,21,21,17,18,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,21,26,28,21,21,18,21,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,21,18,17,21,28,21,18,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,19,21,28,21,18,21,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,21,28,21,18,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,21,17,21,21,21,18,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
